timestamp,connected_clients,cpu_percent,memory_mb,throughput_msgs_per_sec,avg_delay_ms
15:30:53,10,0.0,21.42,1,
15:30:54,10,0.0,21.42,0,
15:30:55,10,0.0,21.42,0,
15:30:56,10,0.0,21.42,0,
15:30:57,10,0.0,21.42,0,
15:30:58,10,0.0,21.42,0,
15:30:59,10,1.0,21.42,0,
15:31:00,10,0.0,21.42,0,
15:31:01,10,0.0,21.42,0,
15:31:02,10,0.0,21.42,0,
15:31:03,10,0.0,21.42,1,2.62
15:31:04,10,0.0,21.42,0,
15:31:05,10,0.0,21.42,0,
15:31:06,10,0.0,21.42,0,
15:31:07,10,0.0,21.42,0,
15:31:08,10,0.0,21.42,0,
15:31:09,10,0.0,21.42,0,
15:31:10,10,0.0,21.42,0,
15:31:11,10,0.0,21.42,0,
15:31:12,10,0.0,21.42,0,
15:31:13,10,0.0,21.42,0,
15:31:14,10,0.0,21.42,0,
15:31:15,10,0.0,21.43,1,
15:31:16,10,0.0,21.43,0,
15:31:17,10,0.0,21.43,0,
15:31:18,10,0.0,21.43,0,1.51
15:31:19,10,0.0,21.43,0,
15:31:20,10,0.0,21.44,1,
15:31:21,10,0.0,21.44,0,
15:31:22,10,0.0,21.44,0,
15:31:23,10,0.0,21.44,0,
15:31:24,10,0.0,21.44,0,
15:31:25,10,0.0,21.44,0,
15:31:26,10,1.0,21.45,1,
15:31:27,10,0.0,21.45,0,
15:31:28,10,0.0,21.45,0,
15:31:29,10,0.0,21.45,0,
15:31:30,10,0.0,21.45,0,
15:31:31,10,0.0,21.45,0,
15:31:32,10,0.0,21.45,0,
15:31:33,10,0.0,21.45,0,1.57
15:31:34,10,0.0,21.45,0,
15:31:35,10,0.0,21.45,0,
15:31:36,10,0.0,21.45,0,
15:31:37,10,0.0,21.45,0,
15:31:38,10,0.0,21.45,0,
15:31:39,10,0.0,21.45,0,
15:31:40,10,0.0,21.45,0,
15:31:41,10,0.0,21.45,0,
15:31:42,10,0.0,21.45,0,
15:31:43,10,0.0,21.45,0,
15:31:44,10,0.0,21.45,0,
15:31:45,10,0.0,21.45,0,
15:31:46,10,0.0,21.45,0,
15:31:47,10,0.0,21.45,0,
15:31:48,10,1.0,21.45,0,4.75
15:31:49,10,0.0,21.45,0,
15:31:50,10,0.0,21.45,0,
15:31:51,10,0.0,21.45,0,
15:31:52,10,0.0,21.45,0,
15:31:53,10,0.0,21.45,0,
15:31:54,10,0.0,21.45,0,
15:31:55,10,0.0,21.45,0,
15:31:56,10,0.0,21.45,0,
15:31:57,10,0.0,21.45,0,
15:31:58,10,0.0,21.45,0,
15:31:59,10,0.0,21.45,0,
15:32:00,10,0.0,21.45,0,
15:32:01,10,0.0,21.45,0,
15:32:02,10,0.0,21.45,0,
15:32:03,10,0.0,21.45,0,2.34
15:32:04,10,0.0,21.45,0,
15:32:05,10,0.0,21.45,0,
15:32:06,10,0.0,21.45,0,
15:32:07,10,0.0,21.45,0,
15:32:08,10,0.0,21.45,0,
15:32:09,10,0.0,21.45,0,
15:32:10,10,0.0,21.45,0,
15:32:11,10,0.0,21.45,0,
15:32:12,10,0.0,21.45,0,
15:32:13,10,0.0,21.45,0,
